Ticker,Entry_Price,Inval_Level
FINCABLES.NS,913.7000122070312,701.3499755859375
J&KBANK.NS,121.38999938964844,98.61000061035156
SCHAEFFLER.NS,4357.2001953125,3550.0
APARINDS.NS,11180.5,7866.5
NATCOPHARM.NS,988.5,809.1757109828295
